topic
поіменне голосування про проект закону про внесення зміни до закону україни про реабілітацію інвалідів україни щодо встановлення групи інвалідності учасникам антитерористичної операції в цілому
поіменне голосування про проект закону про внесення змін до деяких законів україни щодо удосконалення законодавства з питань поводження з радіоактивними відходами за основу
поіменне голосування про проект закону про внесення змін до деяких законодавчих актів україни щодо уточнення сфери застосування та удосконалення окремих положень передачі гуртожитків у власність територіальних громад і забезпечення реалізації житлових прав законними мешканцями гуртожитків за основу
поіменне голосування про включеня до порядку денного та розгляд проекту закону про внесення змін до деяких законодавчих актів щодо державної підтримки дітей які постійно проживають в зоні проведення антитерористичної операції у населених пунктах що розташовані на лінії зіткнення 
поіменне голосування про поправку народних депутатів гопко гм юринець ов до проекту закону про національну безпеку україни 
поіменне голосування про підтримку поправки народного депутата литвина вм до проекту закону про внесення змін до закону україни про судоустрій і статус суддів у звязку з прийняттям закону україни про вищий антикорупційний суд 
поіменне голосування про проект постанови про висновки та пропозиції до проекту закону україни про державний бюджет україни на рік п в цілому
поіменне голосування про розгляд за скороченою процедурою проекту закону про внесення змін до статті закону україни про господарські товариства щодо зменшення кворуму загальних зборів учасників товариства з обмеженою відповідальністю 
поіменне голосування про направлення на повторне друге читання проекту закону про внесення змін до закону україни про природнозаповідний фонд україни щодо повноважень в галузі охорони навколишнього природного середовища 
поіменне голосування про проект постанови про дострокове припинення повноважень народного депутата україни павленка рм в цілому
поіменне голосування про проект закону про внесення змін до деяких законодавчих актів україни щодо запровадження системи автоматизованого арешту коштів у цивільному та господарському судочинстві за основу
поіменне голосування про проект постанови про особливості процедури розгляду і прийняття проекту закону україни про державний бюджет україни на рік п за основу та в цілому
поіменне голосування про проект постанови про проведення парламентських слухань на тему стратегія реінтеграції в україну тимчасово окупованої території автономної республіки крим та міста севастополь проблемні питання шляхи методи та способи за основу та в цілому
поіменне голосування про розгляд за скороченою процедурою проекту постанови про звернення верховної ради україни до міжнародних організацій та парламентів іноземних держав щодо засудження і невизнання заборони російською федерацією меджлісу кримськотатарського народу та щодо захисту корінного народу криму міжнародним співтовариством 
поіменне голосування про проект закону про внесення змін до закону україни про передачу обєктів права державної та комунальної власності щодо безоплатної передачі окремо визначеного майна за основу
поіменне голосування про поправку народних депутатів кіраля сі сотник ос маркевича яв до проекту закону про оцінку впливу на довкілля ад
поіменне голосування про проект постанови про внесення доповнень до постанови верховної ради україни від лютого року про відзначення памятних дат і ювілеїв у році щодо звільнення міст краматорська та словянська від проросійських терористів в цілому
поіменне голосування про поправку народного депутата левченка юв до проекту закону про внесення змін до деяких законодавчих актів україни щодо зняття регуляторних барєрів для розвитку мережі індустріальних парків в україні 
поіменне голосування про розгляд за скороченою процедурою проекту закону про внесення змін до деяких законодавчих актів україни щодо врегулювання законодавства у сфері застосування запобіжних заходів до особи стосовно якої передбачається застосування примусових заходів медичного характеру або вирішувалося питання про їх застосування 
поіменне голосування про поправку народного депутата мосійчука ів до проекту постанови про відзначення памятних дат і ювілеїв у році 
сигнальне голосування про проект закону про внесення змін до закону україни про захист економічної конкуренції щодо підвищення ефективності системи контролю за економічними концентраціями а 
поіменне голосування про повернення до розгляду проекту закону про ратифікацію угоди у формі обміну нотами між кабінетом міністрів україни та урядом республіки словенія про здійснення оплачуваних видів діяльності членами сімей співробітників дипломатичних представництв консульських установ та представництв при міжнародних організаціях 
поіменне голосування про підтримку поправки народних депутатів сисоєнко ів продан оп яриніча кв до проекту закону про державні фінансові гарантії надання медичних послуг та лікарських засобів 
поіменне голосування про повернення до розгляду проекту закону про основні принципи та вимоги до органічного виробництва обігу та маркування органічної продукції д 
поіменне голосування про проект закону про внесення зміни до статті закону україни про статус ветеранів війни гарантії їх соціального захисту щодо постраждалих під час протестів за основу
поіменне голосування про підтримку поправки народного депутата різаненка по до проекту закону про спрощення процедур капіталізації та реорганізації банків 
поіменне голосування про повернення до розгляду проекту постанови про перейменування села бихальцохівка ріпкинського району чернігівської області 
поіменне голосування про підтримку поправки народного депутата саврасова мв до проекту закону про вищий антикорупційний суд 
поіменне голосування про проект закону про внесення змін до митного кодексу україни щодо приведення транзитних процедур у відповідність з конвенцією про єдиний режим транзиту та конвенцією про спрощення формальностей у торгівлі товарами за основу
поіменне голосування про розгляд за скороченою процедурою проекту закону про засудження комуністичного та націоналсоціалістичного нацистського тоталітарних режимів в україні та заборону пропаганди їх символіки 
поіменне голосування про проект закону про внесення змін до закону україни про добровільне обєднання територіальних громад щодо забезпечення державної підтримки добровільного обєднання територіальних громад за основу
поіменне голосування про проект постанови про рекомендації парламентських слухань на тему про зняття з експлуатації чорнобильської аес обєкт укриття та перспективи розвитку зони відчуження за основу та в цілому
поіменне голосування про поправку групи народних депутатів подоляк іі та інші до проекту закону про забезпечення функціонування української мови як державної д
поіменне голосування про поправку народного депутата левченка юв до проекту закону про внесення змін до деяких законодавчих актів україни щодо забезпечення виконання кримінальних покарань та реалізації прав засуджених а 
поіменне голосування про проект закону про внесення змін до статті закону україни про гуманітарну допомогу щодо недопущення затягування строків проведення санітарного ветеринарного фітосанітарного радіологічного та екологічного контролю гуманітарної допомоги за основу
поіменне голосування про проект закону про внесення змін до деяких законодавчих актів україни щодо уточнення їх окремих положень з питань запобігання та протидії легалізації відмиванню доходів д за основу
поіменне голосування про проект постанови про рекомендації парламентських слухань на тему реалізація в україні міжнародних документів щодо запобігання антропогенним змінам клімату в цілому
поіменне голосування про розгляд за скороченою процедурою проекту закону про ратифікацію протоколу про сталий транспорт до рамкової конвенції про охорону та сталий розвиток карпат 
поіменне голосування про включення до порядку денного сесії проекту закону про внесення змін до деяких законодавчих актів україни щодо державного регулювання виробництва та обігу тютюнових виробів та електронних сигарет з метою зменшення їх привабливості 
поіменне голосування про розгляд за скороченою процедурою проекту закону про внесення змін до деяких законодавчих актів україни щодо вдосконалення регулювання відносин у сфері паркування транспортних засобів 
рейтингове голосування про проект закону про внесення змін до деяких законодавчих актів україни щодо вдосконалення законодавства у сфері державного нагляду контролю а 
поіменне голосування про проект закону про внесення змін до деяких законодавчих актів україни у звязку з прийняттям закону україни про національну поліцію за основу та в цілому
сигнальне голосування про проект закону про внесення змін до розділу хх перехідні положення податкового кодексу україни щодо особливостей оподаткування ввезення та постачання транспортних засобів оснащених електричними двигунами 
поіменне голосування про направлення на повторне перше читання проекту закону про внесення змін до розділу х прикінцеві та перехідні положення закону україни про вищу освіту щодо строків захисту дисертацій та права на отримання диплому доктора філософії а
поіменне голосування про проект закону про внесення змін до закону україни про державну службу щодо статусу працівників секретаріатів депутатських фракцій груп за основу та в цілому
поіменне голосування про розгляд за скороченою процедурою проекту закону про внесення змін до деяких законодавчих актів україни щодо гармонізації законодавства у сфері запобігання та протидії дискримінації із правом європейського союзу 
поіменне голосування про повернення до розгляду проекту закону про ратифікацію угоди між кабінетом міністрів україни і урядом турецької республіки про міжнародні комбіновані перевезення 
поіменне голосування про проект закону про заходи спрямовані на сприяння капіталізації та реструктуризації банків у другому читанні та в цілому
поіменне голосування про підтримку поправки народного депутата продан оп до проекту закону про внесення змін до деяких законодавчих актів україни щодо спрощення умов ведення бізнесу дерегуляція 
поіменне голосування про поправку групи народних депутатів бєлькової ов домбровського ог та інших до проекту закону про внесення змін до бюджетного кодексу україни щодо удосконалення складання та виконання бюджетів 
поіменне голосування про проект закону про державний фонд гуманітарного розвитку україни за основу
поіменне голосування про проект закону про внесення змін до податкового кодексу україни щодо забезпечення збалансованості бюджетних надходжень у році за основу
поіменне голосування про включення до порядку денного сесії проекту закону про внесення змін до закону україни про запобігання корупції щодо удосконалення порядку організації роботи національного агентства з питань запобігання корупції 
поіменне голосування про повернення на доопрацювання субєкту права законодавчої ініціативи проекту закону про внесення змін до деяких законодавчих актів україни щодо невідворотності покарання осіб які вчинили тяжкі та особливо тяжкі злочини 
поіменне голосування про проект постанови про відзначення річчя з дня народження лесі українки лютого року д за основу та в цілому
поіменне голосування про розгляд за скороченою процедурою проекту закону про внесення змін до кодексу україни про адміністративні правопорушення щодо посилення відповідальності за керування транспортними засобами у стані алкогольного наркотичного чи іншого спяніння або під впливом лікарських препаратів що знижують їх увагу та швидкість реакції 
поіменне голосування про проект закону про внесення змін до закону україни про статут внутрішньої служби збройних сил україни щодо використання персональних пристроїв безпроводового доступу за основу
поіменне голосування про поправку народного депутата левченка юв до проекту закону про внесення змін до бюджетного кодексу україни щодо удосконалення механізму фінансування дорожньої галузі а 
поіменне голосування про проект закону про удосконалення функціонування фінансового сектору та створення державної банківської групи в україні за основу
поіменне голосування про скорочення терміну підготовки до другого читання проекту закону про внесення змін до закону україни про мобілізаційну підготовку та мобілізацію щодо звільнення від призову на військову службу під час мобілізації викладацького складу вищих учбових закладів та наукових співробітників 
поіменне голосування про підтримку поправки народного депутата паламарчука мп до проекту закону про внесення змін до кримінального та кримінального процесуального кодексу україни щодо військових злочинів 
поіменне голосування про розгляд за скороченою процедурою проекту постанови про внесення змін до постанови верховної ради україни про перейменування окремих населених пунктів та районів на тимчасово окупованих територіях донецької та луганської областей 
сигнальне голосування про проект закону про заходи спрямовані на забезпечення сталого функціонування субєктів господарювання у сферах теплопостачання централізованого водопостачання та водовідведення 
поіменне голосування про проект постанови про внесення змін до постанови верховної ради україни про премію верховної ради україни за внесок молоді у розвиток парламентаризму місцевого самоврядування за основу та в цілому
поіменне голосування про поправку народного депутата україни сотник ос до проекту закону про внесення змін до закону україни про раду національної безпеки і оборони україни щодо вдосконалення координації і контролю у сфері національної безпеки і оборони 
поіменне голосування про проект закону про внесення змін до законодавства про захист економічної конкуренції щодо визначення органами антимонопольного комітету україни розміру штрафів за порушення законодавства про захист економічної конкуренції у другому читанні та в цілому
поіменне голосування про повернення до розгляду проекту закону про безпечність та гігієну кормів 
поіменне голосування про включення до порядку денного проекту закону про внесення змін до податкового кодексу україни щодо забезпечення відкритості для суспільства інформації про фінансування діяльності громадських обєднань та використання міжнародної технічної допомоги 
поіменне голосування про проект закону про внесення змін до деяких законодавчих актів україни щодо діяльності технологічних парків а за основу
поіменне голосування про повернення до розгляду проекту закону про внесення змін до статті кримінального процесуального кодексу україни 
поіменне голосування про включення до порядку денного сесії проекту постанови про звернення верховної ради україни до кабінету міністрів україни щодо створення міністерства промисловості та інновацій україни центрального органу виконавчої влади для забезпечення формування та реалізації державної промислової та інноваційної політики 
поіменне голосування про поправку народного депутата кошелєвої ав до проекту закону про державні фінансові гарантії надання медичних послуг та лікарських засобів 
поіменне голосування про розгляд за скороченою процедурою проектів законів про внесення змін до закону україни про житловокомунальні послуги 
поіменне голосування про повернення до розгляду проекту закону про внесення змін до статті закону україни про альтернативні види палива 
поіменне голосування про розгляд за скороченою процедурою проекту закону про внесення змін до податкового кодексу україни щодо врегулювання законодавства при створенні та функціонуванні магазинів безмитної торгівлі 
поіменне голосування про проект закону про приєднання україни до міжнародного центру вивчення питань збереження та відновлення культурних цінностей в цілому
поіменне голосування про проект закону про внесення змін до деяких законодавчих актів україни щодо діяльності національної поліції за основу та в цілому
поіменне голосування про підтримку поправки народного депутата лозового ас до розділу проекту закону про внесення змін до господарського процесуального кодексу україни цивільного процесуального кодексу україни кодексу адміністративного судочинства україни та інших законодавчих актів 
поіменне голосування про поправку народного депутата донець та до проекту закону про державні фінансові гарантії надання медичних послуг та лікарських засобів 
сигнальне голосування про проект закону про внесення змін до декрету кабінету міністрів україни про стандартизацію і сертифікацію 
поіменне голосування про скорочення терміну підготовки до другого читання проекту закону про внесення змін до деяких законодавчих актів україни щодо посилення соціального захисту осіб які доглядають за хворими дітьми 
поіменне голосування про розгляд за скороченою процедурою проектів законів про внесення змін до бюджетного кодексу україни щодо запровадження нових інвестиційних можливостей гарантування прав та законних інтересів субєктів підприємницької діяльності для проведення масштабної енергомодернізації 
рейтингове голосування про проекти законів про внесення змін до закону україни про житловий фонд соціального призначення 
поіменне голосування про поправки народного депутата деревянка юб до проекту закону про внесення змін до деяких законів україни щодо особливостей державної реєстрації органів місцевого самоврядування як юридичних осіб 
поіменне голосування про проект закону про внесення змін до статті закону україни про забезпечення реалізації житлових прав мешканців гуртожитків щодо передачі гуртожитків у власність територіальних громад за основу
поіменне голосування про повернення на доопрацювання субєкту права законодавчої ініціативи проекту постанови про фінансове забезпечення діяльності верховної ради україни 
поіменне голосування про поправку народного депутата білозір ов до проекту закону про внесення змін до деяких законів україни щодо забезпечення рівних прав і можливостей жінок і чоловіків під час проходження військової служби у збройних силах україни та інших військових формуваннях 
поіменне голосування про повернення до розгляду проекту постанови про присудження у році премії верховної ради україни за внесок молоді у розвиток парламентаризму місцевого самоврядування 
поіменне голосування про повернення до розгляду проекту закону про внесення змін до розділу перехідні положення податкового кодексу україни у звязку з підготовкою та проведенням в україні фінальних матчів ліги чемпіонів уєфа та ліги чемпіонів уєфа серед жінок сезону 
поіменне голосування про проект закону про внесення змін до основ законодавства україни про охорону здоровя щодо забезпечення конституційних гарантій надання громадянам безоплатної медичної допомоги за основу
поіменне голосування про проект закону про валюту за основу
поіменне голосування про проект закону про внесення зміни до статті закону україни про державну підтримку та особливості функціонування дитячих центрів артек і молода гвардія щодо зміни призначення земельної ділянки а за основу та в цілому
поіменне голосування про розгляд за скороченою процедурою проекту закону про ратифікацію адміністративних домовленостей щодо охорони інформації з обмеженим доступом між урядом україни та організацією північноатлантичного договору 
поіменне голосування про проект закону про внесення змін до деяких законодавчих актів україни щодо забезпечення своєчасного доступу пацієнтів до необхідних лікарських засобів та медичних виробів шляхом здійснення державних закупівель із залученням спеціалізованих організацій які здійснюють закупівлі за основу та в цілому
поіменне голосування про поправку народного депутата левченка юв до проекту закону про внесення змін до закону україни про телебачення і радіомовлення щодо удосконалення процедури застосування санкцій національною радою 
поіменне голосування про підтримку поправки народного депутата острікової тг до проекту закону про приватизацію державного майна 
поіменне голосування про поправку народного депутата левченка юв до проекту закону про внесення змін до бюджетного кодексу україни щодо фінансової забезпеченості надання адміністративних послуг органами місцевого самоврядування 
поіменне голосування про повернення до розгляду проекту закону про внесення змін до деяких законів україни щодо вдосконалення системи державного управління в книговидавничій сфері 
поіменне голосування про розгляд за скороченою процедурою проекту постанови про утворення тимчасової слідчої комісії верховної ради україни для проведення розслідування відомостей щодо нападів на катерину гандзюк та інших громадських активістів 
поіменне голосування про скорочення терміну підготовки до другого читання проекту закону про внесення змін до податкового кодексу україни щодо звільнення від оподаткування пенсій 
поіменне голосування про направлення на повторне друге читання проекту закону про внесення змін до деяких законів україни щодо створення та ведення кредитного реєстру національного банку україни та вдосконалення процесів управління кредитними ризиками банків д
поіменне голосування про розгляд проекту закону про внесення змін до закону україни про державний бюджет україни на рік щодо збільшення видатків на надання медичної допомоги працівникам зони відчуження за рахунок резерву коштів медичної субвенції 
сигнальне голосування про проект закону про внесення змін до закону україни про вищу освіту щодо працевлаштування випускників 
поіменне голосування про поправку народного депутата левченка юв до проекту закону про комерційний облік комунальних послуг 
поіменне голосування про поправку народного депутата івченка вє до проекту закону про внесення змін до деяких законодавчих актів україни щодо підвищення пенсій 
поіменне голосування про розгляд за скороченою процедурою проекту постанови про календарний план проведення пятої сесії верховної ради україни восьмого скликання та питання про внесення змін до календарного плану проведення четвертої сесії верховної ради україни восьмого скликання
сигнальне голосування про проект закону про внесення зміни до закону україни про статус і соціальний захист громадян які постраждали внаслідок чорнобильської катастрофи щодо громадян які працюють у зоні відчуження а 
поіменне голосування про розгляд за скороченою процедурою проекту закону про внесення зміни до статті закону україни про національну поліцію щодо відповідності до статті закону україни про центральні органи виконавчої влади 
поіменне голосування про поправку народного депутата пташник вю до проекту закону про державну реєстрацію юридичних осіб фізичних осіб підприємців та громадських формувань 
поіменне голосування про проект закону про внесення змін до деяких законодавчих актів україни щодо користування нафтогазоносними надрами за основу
поіменне голосування про направлення на повторне друге читання проекту закону про внесення змін до деяких законодавчих актів україни щодо приведення їх у відповідність із законодавством європейського союзу у сфері перевезення небезпечних вантажів 
поіменне голосування про повернення на доопрацювання субєкту права законодавчої ініціативи проекту закону про внесення змін до статей і закону україни про основи соціальної захищеності інвалідів в україні щодо адміністративногосподарських санкцій 
поіменне голосування про розгляд за скороченою процедурою проекту закону про внесення змін до деяких законів україни щодо створення друкованих засобів масової інформації міністерством оборони україни та військовоцивільними адміністраціями на час проведення антитерористичної операції 
поіменне голосування про розгляд за скороченою процедурою проекту закону про внесення змін до деяких законів україни щодо реалізації права на приватизацію житла мешканцями гуртожитків а 
поіменне голосування про проект закону про реструктуризацію зобовязань за кредитами в іноземній валюті в третьому читанні та в цілому
поіменне голосування про поправку народного депутата попова ів до проекту закону про внесення змін до кримінального та кримінального процесуального кодексів україни щодо виконання рекомендацій які містяться у шостій доповіді європейської комісії про стан виконання україною плану дій щодо лібералізації європейським союзом візового режиму для україни стосовно удосконалення процедури арешту майна та інституту спеціальної конфіскації 
